run_id,article_id,sentence_id,parent_claim_id,child_claim_id,source_sentence,before_parse_status,before_parse_reason,child_type,after_status,after_reason,official_table,history_period_range,observed_count,record_value,record_unit,record_periods,source_urls,response_hashes,official_api_verified,official_trace_json,stage_results_json
record-comparison-001,A02558,7,A02558_7,claim_0c93419ba22b38f4,국제 비교 기준인 15~64세 고용률은 70.3%로 마찬가지로 6월 기준 역대 최대치를 보였다.,AUTO_OK,,DIRECT_VALUE,HOLD,NO_HARD_GUARD_CANDIDATE,437:DT_43701N_032,,,,,,,,false,"{""calculation_version"": ""1.0"", ""claim_id"": ""claim_0c93419ba22b38f4"", ""claim_schema_version"": ""1.0"", ""events"": [{""output_ref"": null, ""reason_code"": null, ""stage"": ""CLAIM_PARSE"", ""status"": ""PASS""}, {""output_ref"": null, ""reason_code"": null, ""stage"": ""SEMANTIC_MAPPING"", ""status"": ""PASS""}, {""output_ref"": null, ""reason_code"": null, ""stage"": ""CATALOG_SEARCH"", ""status"": ""PASS""}, {""output_ref"": null, ""reason_code"": ""NO_HARD_GUARD_CANDIDATE"", ""stage"": ""HARD_GUARD"", ""status"": ""HOLD""}], ""kosis_catalog_version"": ""1.0"", ""matching_version"": ""1.0"", ""preprocess_version"": ""1.0"", ""route_status"": ""HOLD"", ""semantic_standard_version"": ""1.0""}","[{""attempt"": 1, ""child_claim_id"": ""claim_0c93419ba22b38f4"", ""code_version"": ""admission-recovery-v3"", ""data_version"": ""claim-schema-v1"", ""finished_at"": ""2026-08-23T04:34:45.262592+00:00"", ""input_hash"": ""09237646768c8b8a08cc4e683dc12d97c7958701b54a710d74b9951d20fb9436"", ""output_ref"": ""claim_0c93419ba22b38f4"", ""parent_claim_id"": ""A02558_7"", ""reason_code"": null, ""stage"": ""CLAIM_SPLIT"", ""started_at"": ""2026-08-23T04:34:45.262592+00:00"", ""status"": ""PASS""}, {""attempt"": 1, ""child_claim_id"": ""claim_0c93419ba22b38f4"", ""code_version"": ""admission-recovery-v3"", ""data_version"": ""claim-schema-v1"", ""finished_at"": ""2026-08-23T04:34:45.262592+00:00"", ""input_hash"": ""09237646768c8b8a08cc4e683dc12d97c7958701b54a710d74b9951d20fb9436"", ""output_ref"": ""claim_0c93419ba22b38f4"", ""parent_claim_id"": ""A02558_7"", ""reason_code"": null, ""stage"": ""CLAIM_PARSE"", ""started_at"": ""2026-08-23T04:34:45.262592+00:00"", ""status"": ""PASS""}]"
record-comparison-001,A02558,7,A02558_7,claim_a34a57eb64036abb,국제 비교 기준인 15~64세 고용률은 70.3%로 마찬가지로 6월 기준 역대 최대치를 보였다.,AUTO_OK,,RECORD_HIGH,HOLD,NO_HARD_GUARD_CANDIDATE,437:DT_43701N_032,,,,,,,,false,"{""calculation_version"": ""1.0"", ""claim_id"": ""claim_a34a57eb64036abb"", ""claim_schema_version"": ""1.0"", ""events"": [{""output_ref"": null, ""reason_code"": null, ""stage"": ""CLAIM_PARSE"", ""status"": ""PASS""}, {""output_ref"": null, ""reason_code"": null, ""stage"": ""SEMANTIC_MAPPING"", ""status"": ""PASS""}, {""output_ref"": null, ""reason_code"": null, ""stage"": ""CATALOG_SEARCH"", ""status"": ""PASS""}, {""output_ref"": null, ""reason_code"": ""NO_HARD_GUARD_CANDIDATE"", ""stage"": ""HARD_GUARD"", ""status"": ""HOLD""}], ""kosis_catalog_version"": ""1.0"", ""matching_version"": ""1.0"", ""preprocess_version"": ""1.0"", ""route_status"": ""HOLD"", ""semantic_standard_version"": ""1.0""}","[{""attempt"": 1, ""child_claim_id"": ""claim_a34a57eb64036abb"", ""code_version"": ""admission-recovery-v3"", ""data_version"": ""claim-schema-v1"", ""finished_at"": ""2026-08-23T04:34:45.263594+00:00"", ""input_hash"": ""09237646768c8b8a08cc4e683dc12d97c7958701b54a710d74b9951d20fb9436"", ""output_ref"": ""claim_a34a57eb64036abb"", ""parent_claim_id"": ""A02558_7"", ""reason_code"": null, ""stage"": ""CLAIM_SPLIT"", ""started_at"": ""2026-08-23T04:34:45.263594+00:00"", ""status"": ""PASS""}, {""attempt"": 1, ""child_claim_id"": ""claim_a34a57eb64036abb"", ""code_version"": ""admission-recovery-v3"", ""data_version"": ""claim-schema-v1"", ""finished_at"": ""2026-08-23T04:34:45.263594+00:00"", ""input_hash"": ""09237646768c8b8a08cc4e683dc12d97c7958701b54a710d74b9951d20fb9436"", ""output_ref"": ""claim_a34a57eb64036abb"", ""parent_claim_id"": ""A02558_7"", ""reason_code"": null, ""stage"": ""CLAIM_PARSE"", ""started_at"": ""2026-08-23T04:34:45.263594+00:00"", ""status"": ""PASS""}]"
